customer_id,age,gender,city,education,tenure_months,contract_type,payment_method,monthly_charges,total_charges,num_products,has_credit_card,is_active_member,estimated_salary,churned
10096,25.0,Female,Hyderabad,High School,64,Month-to-month,Bank transfer,50.63,3252.37,2,1,0,77300.07,0
10097,29.0,Female,Delhi,High School,24,Month-to-month,Credit card,32.04,814.37,3,1,0,107700.83,0
10098,47.0,Male,Delhi,Bachelors,46,Month-to-month,Mailed check,99.15,4620.28,1,1,1,72045.4,0
10099,30.0,Female,Mumbai,PhD,52,One year,Bank transfer,74.27,3932.65,1,0,1,93703.69,0
10100,37.0,Female,Delhi,High School,61,Month-to-month,Electronic check,74.97,4507.43,1,1,1,79431.83,0
10101,59.0,Male,Pune,Bachelors,45,Month-to-month,Electronic check,130.0,5791.85,4,1,1,57917.5,1
10102,37.0,Female,Mumbai,Bachelors,51,Month-to-month,Electronic check,72.15,3665.17,2,1,1,73987.15,0
10103,52.0,Male,Delhi,Bachelors,61,Month-to-month,Electronic check,36.35,2221.36,3,0,1,81069.78,0
10104,30.0,Female,Delhi,Bachelors,68,One year,Electronic check,60.69,4115.0,1,1,1,69291.64,0
10105,39.0,Female,Hyderabad,Bachelors,3,Two year,Electronic check,43.55,103.02,1,1,0,79082.84,0
10106,30.0,Male,Delhi,Masters,54,One year,Electronic check,56.29,3024.44,2,0,1,,0
10107,38.0,Male,Delhi,Bachelors,12,One year,Bank transfer,56.14,697.85,1,1,0,,0
10108,53.0,Female,Mumbai,High School,65,One year,Mailed check,52.09,3319.37,1,1,1,15000.0,0
10109,20.0,Female,Pune,Bachelors,3,Month-to-month,Credit card,34.35,220.22,1,1,0,,0
10110,48.0,Male,Bengaluru,Bachelors,18,One year,Mailed check,100.04,1801.77,1,1,0,63452.99,0
10111,45.0,Female,Mumbai,High School,14,Month-to-month,Electronic check,71.57,1054.52,1,1,1,51887.84,0
10112,,Male,Hyderabad,Masters,44,Month-to-month,Credit card,60.04,2612.76,3,0,0,45269.57,1
10113,23.0,Male,Chennai,Bachelors,0,One year,Credit card,81.67,,2,1,1,62598.19,0
10114,43.0,Female,Delhi,Bachelors,1,One year,Mailed check,75.36,80.36,2,1,1,57619.55,0
10115,35.0,Female,Pune,PhD,36,Month-to-month,Electronic check,71.07,2601.36,1,0,1,53785.79,0
10116,45.0,Male,Mumbai,Bachelors,70,Two year,Credit card,80.07,5594.97,2,1,1,54993.22,0
10117,42.0,Male,Chennai,Masters,38,Month-to-month,Credit card,67.95,2659.68,1,1,0,81654.34,0
10118,63.0,Male,Chennai,Bachelors,32,Month-to-month,Credit card,79.74,2477.08,1,1,0,114668.0,0
10119,39.0,Male,Bengaluru,Bachelors,48,Month-to-month,Mailed check,81.57,3962.83,1,1,1,88052.58,0
10120,29.0,Female,Bengaluru,High School,40,One year,Electronic check,68.58,2749.14,1,1,0,94697.16,0
10121,44.0,Male,Mumbai,Bachelors,28,Two year,Mailed check,60.15,,3,1,0,61696.98,0
10122,45.0,Male,Mumbai,Bachelors,42,One year,Bank transfer,98.67,4241.74,2,1,0,72302.64,0
10123,60.0,Female,Delhi,Masters,0,Month-to-month,Electronic check,54.49,,1,1,1,79382.61,1
10124,53.0,Male,Pune,Masters,17,Month-to-month,Electronic check,73.61,1147.68,2,1,1,55489.73,1
10125,47.0,Male,Mumbai,High School,49,Month-to-month,Credit card,74.11,3640.23,1,1,0,60633.94,0
10126,61.0,Female,Bengaluru,Bachelors,24,One year,Electronic check,51.59,1273.44,1,1,0,88800.14,0
10127,27.0,Male,Mumbai,High School,3,Two year,Electronic check,47.23,163.78,2,1,1,93986.44,1
10128,34.0,Male,Delhi,Bachelors,9,Two year,Bank transfer,57.22,590.76,2,1,0,71483.03,0
10129,30.0,Female,Delhi,Bachelors,63,Month-to-month,Credit card,54.17,3478.09,2,0,0,43706.54,0
10130,37.0,Female,Pune,Bachelors,24,Month-to-month,Credit card,32.92,803.34,1,0,0,63496.98,1
10131,24.0,Female,Mumbai,Bachelors,1,Month-to-month,Electronic check,50.67,164.53,1,0,1,38290.72,0
10132,,Male,Mumbai,,53,Month-to-month,Bank transfer,70.86,3802.42,1,1,0,71654.45,0
10133,39.0,Female,Mumbai,,38,Two year,Credit card,92.85,3510.73,1,1,0,75618.87,0
10134,23.0,Female,Bengaluru,High School,32,Month-to-month,Bank transfer,77.2,2442.78,1,1,1,64044.37,0
10135,29.0,Male,Bengaluru,Bachelors,65,Two year,Electronic check,10.0,712.17,1,1,0,75317.65,0
10136,,Male,Mumbai,Bachelors,22,Month-to-month,Bank transfer,79.11,1700.77,1,0,1,79171.83,0
10137,53.0,Female,Mumbai,Bachelors,41,One year,Mailed check,52.72,2141.03,1,1,1,75650.96,0
10138,68.0,Male,Delhi,High School,54,Two year,Mailed check,74.97,4036.4,2,0,1,43566.33,0
10139,80.0,Female,Mumbai,Masters,44,One year,Mailed check,64.69,2864.14,1,1,0,64428.18,0
10140,47.0,Male,Chennai,High School,15,One year,Electronic check,60.76,901.73,1,0,0,79016.55,0
10141,29.0,Male,Chennai,High School,49,Month-to-month,Credit card,62.75,3008.9,3,0,1,104731.66,0
10142,18.0,Female,Delhi,Bachelors,54,Month-to-month,Mailed check,64.51,3541.64,3,0,0,64017.63,0
10143,45.0,Female,Bengaluru,Bachelors,8,Month-to-month,Electronic check,94.58,736.42,1,1,1,82118.48,0
10144,31.0,Male,Delhi,Bachelors,12,Month-to-month,Mailed check,64.57,875.84,1,0,0,89319.34,0
10145,37.0,Female,Mumbai,High School,49,One year,Bank transfer,88.88,4370.32,1,1,1,65674.19,0
10146,34.0,Female,Bengaluru,Bachelors,8,Month-to-month,Bank transfer,85.68,748.8,3,1,0,95264.97,1
10147,40.0,Male,Hyderabad,Bachelors,64,Month-to-month,Credit card,79.68,5131.06,1,1,1,96447.82,0
10148,56.0,Female,Delhi,Bachelors,7,One year,Credit card,25.69,245.58,1,0,0,100368.46,0
10149,44.0,Female,Mumbai,High School,71,Two year,Bank transfer,89.57,6387.99,2,1,0,80085.51,0
10150,40.0,Male,Delhi,Bachelors,49,Two year,Bank transfer,54.93,2703.33,2,0,1,121923.02,0
10151,,Female,Delhi,Bachelors,32,Month-to-month,Bank transfer,80.75,2638.66,1,1,1,56463.77,0
10152,20.0,Female,Delhi,Bachelors,19,Month-to-month,Mailed check,43.6,952.7,1,1,1,116729.71,0
10153,36.0,Male,Hyderabad,,25,Month-to-month,Mailed check,38.93,959.76,1,1,0,86902.59,0
10154,41.0,Male,Mumbai,Bachelors,54,Two year,Mailed check,108.48,5897.67,1,0,0,99488.52,0
10155,65.0,Female,Hyderabad,Bachelors,54,One year,Credit card,43.95,2373.04,1,1,1,62959.17,1
10156,44.0,Female,Pune,High School,15,Two year,Bank transfer,90.21,1378.45,2,1,0,88578.44,0
10157,55.0,Male,Mumbai,Bachelors,39,Two year,Electronic check,67.61,2638.9,2,0,1,101393.43,0
10158,36.0,Female,Bengaluru,Bachelors,72,Month-to-month,Credit card,55.76,3906.83,2,1,0,46078.11,0
10159,27.0,Female,Delhi,Masters,18,Month-to-month,Credit card,64.01,1142.17,2,1,1,66406.82,0
10160,29.0,Male,Bengaluru,High School,50,Month-to-month,Electronic check,36.38,1868.98,1,1,1,22892.44,0
10161,33.0,Male,Chennai,Bachelors,12,Month-to-month,Credit card,64.7,738.14,1,1,0,66076.67,1
10162,70.0,Female,Chennai,Masters,60,Two year,Mailed check,41.18,2516.85,2,0,0,,0
10163,31.0,Female,Delhi,Bachelors,12,Month-to-month,Electronic check,56.3,,1,0,1,,0
10164,53.0,Male,Hyderabad,Masters,21,One year,Bank transfer,85.36,1782.99,1,1,1,134320.15,0
10165,30.0,Male,Bengaluru,Bachelors,33,Month-to-month,Electronic check,70.59,2374.76,1,1,0,107791.68,0
10166,54.0,Male,Chennai,Masters,27,One year,Bank transfer,32.39,908.58,2,0,1,38332.15,0
10167,47.0,Male,Chennai,Masters,12,Month-to-month,Credit card,83.73,1025.79,2,1,1,82226.24,0
10168,40.0,Male,Hyderabad,High School,46,Month-to-month,Mailed check,64.84,,1,1,1,87576.48,0
10169,41.0,Female,Mumbai,Masters,1,One year,Electronic check,53.07,63.22,1,0,1,62566.26,1
10170,33.0,Male,Mumbai,High School,71,Month-to-month,Electronic check,81.43,5699.3,2,0,1,73922.77,0
10171,48.0,Female,Chennai,Bachelors,3,Two year,Mailed check,61.32,165.05,1,1,1,76071.61,0
10172,36.0,Female,Mumbai,Bachelors,24,One year,Bank transfer,39.36,854.42,1,1,0,40374.55,0
10173,26.0,Female,Bengaluru,Bachelors,67,Month-to-month,Credit card,105.65,7111.42,2,1,0,47310.75,0
10174,25.0,Male,Bengaluru,High School,11,Month-to-month,Credit card,64.62,755.63,2,0,0,73790.53,0
10175,44.0,Female,Chennai,High School,5,Month-to-month,Bank transfer,63.21,363.14,1,1,0,72186.86,0
10176,63.0,Male,Chennai,High School,54,Month-to-month,Mailed check,56.09,3053.31,1,1,0,54411.62,0
10177,44.0,Male,Mumbai,Bachelors,5,Month-to-month,Mailed check,90.96,503.2,3,1,1,52523.72,0
10178,40.0,Female,Hyderabad,High School,65,Month-to-month,Bank transfer,53.45,3395.42,1,1,0,68024.86,0
10179,46.0,Female,Chennai,High School,32,Two year,Electronic check,267.18,986.94,3,0,1,89495.32,0
10180,59.0,Female,Mumbai,Masters,63,Two year,Mailed check,50.07,3083.66,2,1,0,68317.31,0
10181,45.0,Male,Bengaluru,Masters,17,Month-to-month,Mailed check,94.19,1583.31,3,1,0,105700.08,0
10182,37.0,Female,Bengaluru,Bachelors,10,One year,Bank transfer,83.31,913.91,1,0,0,54691.95,0
10183,56.0,Male,Delhi,Bachelors,70,Month-to-month,Electronic check,59.39,4211.96,1,1,1,74248.42,0
10184,48.0,Female,Delhi,Bachelors,55,Month-to-month,Mailed check,95.21,5269.66,1,1,0,62205.5,0
10185,62.0,Male,Mumbai,Bachelors,66,Month-to-month,Credit card,81.45,5366.62,1,0,0,82935.14,0
10186,44.0,Female,Chennai,Bachelors,23,Month-to-month,Credit card,59.14,1310.54,1,0,1,52805.07,0
10187,26.0,Female,Mumbai,High School,29,Month-to-month,Bank transfer,61.35,1788.5,1,1,0,112402.75,1
10188,24.0,Male,Delhi,Bachelors,42,One year,Credit card,72.24,3089.61,1,1,0,32806.53,0
10189,63.0,Female,Bengaluru,PhD,32,Month-to-month,Bank transfer,46.7,1514.89,2,1,0,,0
10190,64.0,Female,Mumbai,High School,17,Two year,Credit card,65.1,1027.42,1,1,0,71979.75,0
10191,40.0,Female,Delhi,High School,27,Month-to-month,Credit card,71.79,1943.56,1,0,0,82153.34,0
10192,37.0,Female,Mumbai,Masters,44,One year,Bank transfer,27.89,1131.49,1,1,0,99359.55,1
10193,61.0,Male,Mumbai,High School,2,Month-to-month,Credit card,60.83,161.87,2,1,1,88868.55,0
10194,28.0,Male,Delhi,Bachelors,24,Month-to-month,Electronic check,58.33,1365.27,1,0,1,53939.41,0
10195,30.0,Male,Bengaluru,High School,21,Month-to-month,Mailed check,87.62,1778.86,2,0,1,83201.97,0
10196,50.0,Female,Delhi,High School,5,Month-to-month,Credit card,24.42,163.0,1,1,1,111084.43,0
10197,37.0,Male,Mumbai,Bachelors,8,One year,Electronic check,56.61,480.85,2,1,0,50479.58,1
10198,42.0,Male,Delhi,PhD,36,Month-to-month,Electronic check,54.4,,2,1,0,116605.43,0
10199,40.0,Female,Mumbai,Bachelors,7,One year,Mailed check,86.12,712.43,1,1,1,78485.45,1
10200,46.0,Female,Delhi,Masters,25,Month-to-month,Bank transfer,64.04,1632.75,2,0,0,60468.99,0
10201,60.0,Male,Mumbai,High School,40,Month-to-month,Bank transfer,104.51,,3,0,1,50347.63,1
10202,43.0,Female,Mumbai,High School,63,Month-to-month,Bank transfer,79.57,5038.87,1,1,1,65087.68,0
10203,50.0,Male,Bengaluru,Bachelors,7,Month-to-month,Electronic check,55.98,377.56,1,1,1,26983.88,0
10204,18.0,Female,Pune,High School,31,Month-to-month,Credit card,70.27,2241.71,3,0,0,60864.62,0
10205,41.0,Male,Mumbai,Bachelors,7,Month-to-month,Electronic check,57.21,414.52,2,1,0,64215.6,0
10206,31.0,Male,Hyderabad,PhD,31,Two year,Credit card,83.91,2620.21,2,1,0,46362.9,0
10207,26.0,Female,Mumbai,High School,35,Month-to-month,Mailed check,35.69,1177.03,1,0,0,86452.59,0
10208,31.0,Male,Delhi,Masters,58,Month-to-month,Electronic check,46.88,,1,0,0,65187.14,0
10209,,Male,Delhi,Bachelors,32,Month-to-month,Mailed check,75.03,2398.15,3,1,1,56012.52,1
10210,54.0,Male,Mumbai,High School,68,Two year,Bank transfer,91.97,6202.75,2,1,0,62842.65,0
10211,25.0,Male,Bengaluru,Bachelors,10,Month-to-month,Credit card,260.59,154.52,1,0,0,77812.36,0
10212,42.0,Female,Mumbai,Bachelors,3,Month-to-month,Bank transfer,95.24,307.51,1,1,0,71610.87,0
10213,36.0,Male,Chennai,Bachelors,0,Two year,Credit card,61.92,,2,0,1,54578.55,0
10214,38.0,Male,Bengaluru,Bachelors,26,Two year,Mailed check,23.55,541.7,2,1,0,72764.38,0
10215,55.0,Female,Hyderabad,Bachelors,14,Month-to-month,Electronic check,10.0,126.34,3,1,0,68885.13,0
10216,49.0,Male,Mumbai,,6,Month-to-month,Mailed check,31.35,164.7,1,1,1,44931.79,0
10217,59.0,Male,Delhi,Bachelors,17,Month-to-month,Bank transfer,64.57,1107.37,1,1,0,63652.9,1
10218,40.0,Male,Hyderabad,High School,71,Two year,Electronic check,63.55,4516.33,1,1,0,82745.44,0
10219,33.0,Female,Delhi,Masters,58,One year,Electronic check,78.93,4557.36,1,1,0,82587.04,0
10220,39.0,Female,Bengaluru,High School,1,Month-to-month,Bank transfer,52.91,30.38,1,1,1,64940.78,0
10221,45.0,Female,Delhi,Bachelors,66,Month-to-month,Mailed check,40.62,2684.28,1,0,1,84889.0,0
10222,44.0,Female,Hyderabad,Masters,14,Month-to-month,Credit card,55.91,830.89,1,0,1,48440.98,0
10223,28.0,Female,Bengaluru,High School,29,One year,Electronic check,65.74,1920.39,1,1,1,,0
10224,43.0,Female,Delhi,Bachelors,23,One year,Mailed check,70.08,1682.99,2,1,1,64472.39,0
10225,45.0,Female,Chennai,High School,29,Month-to-month,Mailed check,47.64,1438.22,1,1,0,102946.45,0
10226,75.0,Female,Hyderabad,High School,55,One year,Credit card,84.83,4740.48,1,1,1,73591.54,0
10227,,Female,Mumbai,Bachelors,52,One year,Electronic check,51.33,2737.59,2,0,1,63941.95,0
10228,31.0,Male,Mumbai,Masters,43,One year,Electronic check,45.87,2050.56,1,1,0,103971.04,0
10229,38.0,Male,Hyderabad,Bachelors,45,Month-to-month,Electronic check,53.07,2330.49,1,0,1,63687.35,0
10230,,Female,Bengaluru,Masters,53,Two year,Credit card,88.65,4730.82,2,1,0,119164.13,0
10231,,Male,Pune,Bachelors,13,Month-to-month,Electronic check,62.08,867.96,2,1,0,58751.77,1
10232,46.0,Male,Hyderabad,Masters,28,One year,Credit card,49.72,1462.11,1,1,0,47741.97,0
10233,58.0,Male,Mumbai,Masters,7,Month-to-month,Mailed check,85.37,559.05,2,1,0,66340.04,0
10234,33.0,Male,Mumbai,Bachelors,51,One year,Credit card,112.14,5752.01,3,1,1,64520.15,0
10235,33.0,Female,Bengaluru,Bachelors,31,One year,Electronic check,69.61,2161.67,2,1,1,52230.16,0
10236,18.0,Male,Bengaluru,Bachelors,46,Month-to-month,Mailed check,92.14,4330.79,1,0,0,127243.43,0
10237,40.0,Female,Pune,Bachelors,41,Month-to-month,Credit card,87.79,3530.03,2,0,1,77009.78,0
10238,28.0,Male,Hyderabad,Masters,19,Month-to-month,Electronic check,51.68,943.46,1,1,1,80213.49,0
10239,35.0,Female,Pune,Bachelors,10,Month-to-month,Bank transfer,65.59,565.37,1,0,0,59838.66,0
10240,31.0,Male,Hyderabad,Masters,71,Month-to-month,Credit card,36.78,2618.61,1,1,1,57291.27,0
10241,41.0,Male,Hyderabad,Bachelors,21,Month-to-month,Electronic check,60.49,1383.48,2,1,1,92562.28,1
10242,19.0,Male,Bengaluru,Masters,7,Two year,Credit card,51.22,356.32,1,1,0,33131.48,0
10243,23.0,Male,Bengaluru,Bachelors,22,Month-to-month,Electronic check,56.14,1240.13,3,1,1,44856.98,1
10244,70.0,Male,Bengaluru,High School,65,Month-to-month,Electronic check,48.5,3180.01,4,1,1,64559.21,0
10245,25.0,Female,Chennai,Bachelors,19,Month-to-month,Electronic check,58.68,1109.11,1,1,1,99723.04,0
10246,28.0,Female,Mumbai,Masters,72,One year,Bank transfer,76.71,5541.42,1,1,1,61760.63,0
10247,66.0,Female,Pune,,33,One year,Electronic check,62.37,2077.82,3,0,1,79155.33,0
10248,80.0,Male,Bengaluru,Bachelors,62,One year,Mailed check,23.98,1444.48,1,1,0,70610.03,0
10249,27.0,Female,Delhi,Masters,47,One year,Bank transfer,48.59,2279.03,2,1,1,98517.69,0
10250,37.0,Male,Mumbai,Masters,3,Month-to-month,Electronic check,31.57,131.81,1,0,1,35136.09,0
10251,46.0,Female,Delhi,High School,37,Two year,Electronic check,70.37,2650.12,1,1,0,86191.19,1
